epoch,loss
0,0.9967690110206604
0,0.9962536692619324
0,0.9959158897399902
0,0.9953687191009521
0,0.9958475232124329
0,0.9963465332984924
0,0.9968396425247192
0,0.9964266419410706
0,0.9956821203231812
0,0.988155722618103
0,0.9960988163948059
0,0.9966772198677063
0,0.9969266057014465
0,0.9967495203018188
0,0.9958325624465942
0,0.9973459839820862
1,0.9973016381263733
2,0.9962482452392578
3,0.9961709380149841
4,0.9962572455406189
0,0.9958783984184265
1,0.9964884519577026
2,0.9956662654876709
3,0.9955641627311707
4,0.9963647723197937
0,0.9960944652557373
1,0.9963811635971069
2,0.9961682558059692
3,0.9971975684165955
0,0.9967113733291626
1,0.9962740540504456
2,0.9958396553993225
3,0.9965541958808899
4,0.996507465839386
0,0.9949119091033936
1,0.9964749217033386
2,0.9958199858665466
3,0.9960959553718567
4,0.9968951940536499
0,0.9962531328201294
1,0.9967593550682068
2,0.9953585267066956
3,0.9960317611694336
0,0.9971156716346741
0,0.9954529404640198
0,0.9966098666191101
0,0.9958416819572449
0,0.9969485998153687
0,0.9957990050315857
0,0.9959983229637146
0,0.9967361688613892
0,0.9967862367630005
0,0.9966491460800171
0,0.9968071579933167
0,0.9964118599891663
0,0.9963425397872925
0,0.9969968795776367
0,0.9970855116844177
0,0.9966095685958862
0,0.9969048500061035
0,0.9971205592155457
0,0.9969804883003235
0,0.996950626373291
0,0.9967936277389526
0,0.9960815906524658
0,0.9970229268074036
0,0.9973620772361755
0,0.9964429140090942
0,0.9964488744735718
0,0.9976562857627869
0,0.996850848197937
0,0.9966433048248291
0,0.9977459907531738
0,0.9968100190162659
0,0.9964929819107056
0,0.996302604675293
0,0.9970707297325134
0,0.9964981079101562
0,0.9970046281814575
0,0.9967886805534363
0,0.9960536956787109
0,0.9967478513717651
0,0.9965964555740356
0,0.9967239499092102
0,0.9965965747833252
0,0.9954513907432556
0,0.9950598478317261
0,0.9962608814239502
0,0.9967145323753357
0,0.9960052371025085
0,0.9960296750068665
0,0.9963247179985046
0,0.9968200922012329
0,0.9961519837379456
0,0.9973548054695129
0,0.9963053464889526
0,0.9960863590240479
0,0.9972243309020996
0,0.9962882399559021
0,0.9966890811920166
0,0.9970716238021851
0,0.9968060851097107
0,0.9964565634727478
0,0.9969283938407898
0,0.9960147142410278
0,0.9964861869812012
0,0.9969390630722046
0,0.9968061447143555
0,0.9961605668067932
0,0.9967363476753235
0,0.9965546727180481
0,0.996152400970459
0,0.9967672824859619
0,0.9966479539871216
0,0.9960730671882629
0,0.9958229660987854
0,0.9955684542655945
0,0.9961080551147461
0,0.9969503879547119
0,0.9964401125907898
0,0.9957335591316223
0,0.996527910232544
0,0.9960875511169434
0,0.9963669180870056
0,0.9959666132926941
0,0.9958392977714539
0,0.9971551895141602
0,0.9964930415153503
0,0.9968279004096985
0,0.99611896276474
0,0.9972101449966431
0,0.9960564374923706
0,0.996078372001648
0,0.9962994456291199
0,0.9976429343223572
0,0.9966391921043396
0,0.9962131381034851
0,0.9968706965446472
0,0.9962854981422424
0,0.9964175224304199
0,0.996745228767395
0,0.9969489574432373
0,0.9962238669395447
0,0.9971740245819092
0,0.9967662692070007
0,0.996669590473175
0,0.9970769286155701
0,0.9960309863090515
0,0.9960697293281555
0,0.9961956143379211
